year,group,theme,placement,song_title,song_artist,kaggle_track_name,kaggle_artist_name,kaggle_genre,kaggle_danceability,kaggle_energy,kaggle_valence,kaggle_tempo,kaggle_acousticness,kaggle_loudness,kaggle_popularity,kaggle_year,match_score
2025,Kappa Alpha Theta,It Takes Two,Participated,I'm Alright,Kenny Loggins,It's Alright,Vickie Winans,gospel,0.697,0.898,0.835,111.977,0.152,-4.824,7.0,2006.0,69.1
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,Please Mr. Postman,The Marvelettes,Please Mr. Postman,The Marvelettes,blues,0.779,0.796,0.963,120.989,0.715,-3.526,18.0,2008.0,100.0
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,Sweet Child O' Mine,Guns n' Roses,Sweet Child O' Mine,Guns N' Roses,hard-rock,0.436,0.947,0.637,125.132,0.0876,-4.759,41.0,2020.0,100.0
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,Hard Times,Paramore,Hard Times,Paramore,emo,0.695,0.818,0.916,119.965,0.00647,-5.379,72.0,2017.0,100.0
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,I Want It That Way,Backstreet Boys,I Want It That Way,Backstreet Boys,dance,0.689,0.702,0.484,99.031,0.216,-5.642,67.0,2001.0,100.0
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,Don't You Worry 'Bout a Thing,Tori Kelly,Don't You Worry 'Bout A Thing,Tori Kelly,dance,0.617,0.832,0.573,127.022,0.0222,-4.192,56.0,2016.0,100.0
2025,Kappa Kappa Gamma,Sweet Letter O' Mine,Pigskin,It's Raining Men,The Weather Girls,It's Raining Men,The Weather Girls,disco,0.69,0.744,0.56,136.918,0.034,-12.721,23.0,2014.0,100.0
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,It's Your Thing,Isley Brothers,It's Your Thing,The Isley Brothers,disco,0.379,0.704,0.898,184.919,0.0861,-9.175,11.0,2000.0,94.1
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,Go the Distance,Vanderbilt Melodores,Go the Distance,Kowrites,piano,0.395,0.0997,0.222,69.871,0.992,-13.281,21.0,2018.0,68.8
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,Jailhouse Rock,Elvis Presley,Jailhouse Rock,Elvis Presley,rock-n-roll,0.66,0.695,0.913,167.444,0.419,-5.52,9.0,2014.0,100.0
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,Can't Always Get What You Want,The Rolling Stones,You Can't Always Get What You Want - Cover of The Rolling Stones,Glee Cast,club,0.235,0.745,0.409,93.826,0.175,-6.017,27.0,2009.0,80.3
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,Soul Man,Sam and Dave,Soul Man,Sam & Dave,funk,0.666,0.631,0.643,112.593,0.0049,-5.932,21.0,2017.0,86.4
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,How You Like Me Now,The Heavy,How You Like Me Now,The Heavy,alt-rock,0.647,0.71,0.268,110.059,0.000973,-4.692,58.0,2009.0,100.0
2025,Kappa Omega Tau,Night at the Exhibit,Pigskin,Wiegenlied Op. 49 No. 4,Johannes Brahms,"Wiegenlied, Op. 49, No. 4",Johannes Brahms,classical,0.429,0.0048,0.109,99.916,0.992,-35.105,17.0,2013.0,97.6
2025,Kappa Sigma,Back in Black,Participated,Mr. Blue Sky,Electric Light Orchestra,Mr. Blue Sky - 2012 Version,Electric Light Orchestra,rock,0.583,0.647,0.628,173.932,0.661,-5.395,46.0,2012.0,83.9
2025,Kappa Sigma,Back in Black,Participated,Somebody's Watching Me,Rockwell,Somebody's Watching Me,Raunchy,death-metal,0.436,0.87,0.266,120.019,0.000563,-4.651,29.0,2008.0,83.1
2025,Kappa Sigma,Back in Black,Participated,Intergalactic,Beastie Boys,Intergalactic,Beastie Boys,alt-rock,0.731,0.881,0.361,105.971,0.0105,-6.504,53.0,2005.0,100.0
2025,Kappa Sigma,Back in Black,Participated,25 or 6 or 4,Chicago,25 or 6 to 4,Chicago,folk,0.445,0.85,0.402,147.241,0.0011,-6.34,32.0,2013.0,95.5
2025,Kappa Sigma,Back in Black,Participated,Come Together,The Beatles,Come Together - Take 5,The Beatles,psych-rock,0.598,0.314,0.277,166.035,0.096,-15.136,31.0,2019.0,85.7
2025,Kappa Sigma,Back in Black,Participated,The Boys are Back in Town,Thin Lizzy,The Boys Are Back In Town,Thin Lizzy,hard-rock,0.452,0.808,0.713,81.203,0.211,-6.71,7.0,2012.0,100.0
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,Money,Pink Floyd,Money,Pink Floyd,psych-rock,0.477,0.556,0.762,124.159,0.0238,-10.348,26.0,2001.0,100.0
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,One,Three Dog Night,One Night,The Game,hip-hop,0.481,0.764,0.487,175.005,0.0359,-3.704,39.0,2006.0,82.9
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,True Colors,Marina and the Diamonds,Colors,The Head And The Heart,folk,0.4,0.687,0.28,87.458,0.0242,-6.481,31.0,2016.0,73.5
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,We're Going to Be Friends,The White Stripes,We're Going To Be Friends,The White Stripes,alt-rock,0.521,0.171,0.384,97.175,0.807,-18.869,29.0,2016.0,100.0
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,Shout,Tears for Fears,Shout,Tears For Fears,rock,0.503,0.98,0.381,97.891,0.199,-5.423,0.0,2023.0,100.0
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,The Middle,Jimmy Eat World,The Middle,Jimmy Eat World,power-pop,0.618,0.861,0.881,162.147,0.0385,-4.669,21.0,2017.0,100.0
2025,Phi Gamma Delta,Friendships Bring Color to Life,Participated,Don't You Worry Child,Swedish House Mafia,Don't You Worry Child,Swedish House Mafia,dance,0.632,0.88,0.338,129.007,0.0144,-4.051,61.0,2012.0,100.0
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,That's Life,Frank Sinatra,Dank State,Shit Life,grindcore,0.216,0.994,0.0271,128.826,1.15e-05,-5.268,2.0,2019.0,73.5
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,All Shook Up,Elvis Presley,All Shook Up,Elvis Presley,rock-n-roll,0.707,0.478,0.951,74.946,0.88,-11.978,42.0,2020.0,100.0
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,Wings,Glee Cast (Little Mix),Wings (Glee Cast Version),Glee Cast,club,0.677,0.909,0.539,114.994,0.00166,-4.63,34.0,2014.0,71.6
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,It's My Life,Bon Jovi,It's My Life,Bon Jovi,metal,0.549,0.937,0.573,120.001,0.0245,-3.109,2.0,2023.0,100.0
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,Go Your Own Way,Fleetwood Mac,Go Your Own Way - 2018 Remaster,Fleetwood Mac,rock,0.572,0.932,0.657,136.029,0.00528,-6.397,1.0,2023.0,79.5
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,Lead Me On,Chandler Moore,Lead Me On,Cory Morrow,country,0.494,0.819,0.479,149.98,0.00804,-3.894,32.0,2010.0,74.5
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,For Once in My Life,Stevie Wonder,For Once In My Life,Stevie Wonder,funk,0.572,0.646,0.821,109.233,0.152,-8.262,31.0,2002.0,100.0
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,Faith,Stevie Wonder & Ariana Grande,Faith,Stevie Wonder,funk,0.734,0.87,0.944,158.124,0.105,-4.16,36.0,2016.0,72.4
2025,Pi Beta Phi & Phi Kappa Chi,That's Life!,Pigskin,Gimme Some Lovin',Blues Brothers,Gimme some Lovin',The Blues Brothers,blues,0.577,0.959,0.784,143.683,0.0871,-5.925,20.0,2017.0,94.4
2025,Sigma Chi,Careful What You Wish For,Participated,Freedom,Pharrell Williams,Freedom,Pharrell Williams,hip-hop,0.428,0.559,0.607,86.459,0.395,-6.374,62.0,2015.0,100.0
2025,Sigma Chi,Careful What You Wish For,Participated,Can't Take My Eyes Off of You,Frankie Valle,Can't Take My Eyes Off Of You,Frankie Valli,disco,0.477,0.565,0.324,128.51,0.686,-11.3,9.0,2000.0,97.8
2025,Sigma Chi,Careful What You Wish For,Participated,Money (That's What I Want),Barrett Strong,Money (That's What I Want),The Kingsmen,garage,0.549,0.706,0.975,135.905,0.747,-10.06,38.0,2006.0,73.8
2025,Sigma Chi,Careful What You Wish For,Participated,Good Tonight,Daniel Pemberton,Good Rockin' Tonight,Elvis Presley,rock-n-roll,0.618,0.635,0.903,85.383,0.469,-6.118,6.0,2014.0,71.6
2025,Sigma Chi,Careful What You Wish For,Participated,Oogie Boogie Song,"Ed Ivory, Ken Page",,,,,,,,,,,,
2025,Sigma Chi,Careful What You Wish For,Participated,The Other Side of Hollywood,Julie and the Phantoms Cast,The Phantom of the Opera,Michael Crawford,opera,0.514,0.452,0.435,119.94,0.48,-14.143,1.0,2021.0,66.0
2025,Sigma Chi,Careful What You Wish For,Participated,Toxic,Britney Spears,Toxic,Britney Spears,dance,0.774,0.838,0.924,143.04,0.0249,-3.914,54.0,2018.0,100.0
2025,Sigma Chi,Careful What You Wish For,Participated,Magic Carpet Ride,Steppenwolf,Magic Carpet Ride,Steppenwolf,blues,0.622,0.863,0.677,111.729,0.0171,-9.008,20.0,2017.0,100.0
2025,Sing Alliance,It's All in the Cards,Participated,The Greatest Show,The Greatest Showman,The Greatest Show on Earth,Ten,hard-rock,0.376,0.531,0.313,158.913,0.0112,-10.654,11.0,2023.0,77.8
2025,Sing Alliance,It's All in the Cards,Participated,Do You Believe in Magic?,The Lovin' Spoonful,Do You Believe in Magic?,The Lovin' Spoonful,rock-n-roll,0.544,0.744,0.743,139.345,0.188,-7.782,2.0,2021.0,100.0
2025,Sing Alliance,It's All in the Cards,Participated,Party Rock Anthem,"LMFAO, Lauren Bennett, Goon Rock",Party Rock Anthem - DJ Enferno Remix,LMFAO,dance,0.764,0.782,0.846,129.993,0.0128,-5.169,34.0,2011.0,68.8
2025,Sing Alliance,It's All in the Cards,Participated,You Shook Me All Night Long,AC/DC,You Shook Me All Night Long,Big & Rich,country,0.631,0.876,0.648,136.02,0.583,-3.628,20.0,2007.0,77.3
2025,Sing Alliance,It's All in the Cards,Participated,Baby One More Time,Britney Spears,...Baby One More Time,Britney Spears,dance,0.757,0.725,0.883,92.96,0.185,-4.86,38.0,2004.0,95.9
2025,Sing Alliance,It's All in the Cards,Participated,Beggin',Maneskin,Beggin',Måneskin,indie-pop,0.714,0.8,0.589,134.002,0.127,-4.808,83.0,2017.0,94.4
2025,Sing Alliance,It's All in the Cards,Participated,I Still Haven't Found What I'm Lookin' For,U2,I Still Haven't Found What I'm Looking For,U2,rock,0.564,0.84,0.663,100.649,0.012,-6.116,35.0,2006.0,97.9
2025,Sing Alliance,It's All in the Cards,Participated,You're the One That I Want,"Grease (John Travolta, Olivia Newton John)",You're The One That I Want - Live,Olivia Newton-John,disco,0.696,0.778,0.362,110.998,0.0441,-7.142,36.0,2008.0,70.4
2025,Sing Alliance,It's All in the Cards,Participated,It's Gonna Be Me,*NSYNC,It's Gonna Be Me,*NSYNC,dance,0.636,0.873,0.908,165.071,0.0407,-4.672,67.0,2000.0,100.0
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,Running Down a Dream,Tom Petty,Runnin' Down A Dream,Tom Petty,pop,0.471,0.956,0.715,169.798,0.000596,-6.371,68.0,2019.0,96.9
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,School's Out,Alice Cooper,School's Out - Live,Alice Cooper,hard-rock,0.114,0.936,0.0505,71.398,2.16e-05,-5.744,12.0,2006.0,88.5
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,Centerfield,John Fogerty,Centerfield - Live,John Fogerty,blues,0.523,0.985,0.646,151.856,0.0606,-2.94,22.0,2006.0,88.1
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,Feels Like the First Time,Foreigner,Feels like the First Time,Foreigner,hard-rock,0.544,0.812,0.471,109.593,0.0599,-6.716,18.0,2014.0,100.0
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,(Don't Fear) The Reaper,Blue Oyster Cult,(Don't Fear) The Reaper,Blue Öyster Cult,blues,0.331,0.921,0.389,141.419,0.00319,-8.739,19.0,2012.0,83.3
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,Green Onions,Booker T. & the MGs,Green Onions,Booker T. & the M.G.'s,funk,0.815,0.482,0.918,136.835,0.76,-9.809,18.0,2016.0,95.8
2025,Tau Kappa Epsilon,Sing for the Fences!,Participated,Playing With the Boys,Kenny Loggins,Playing With the Planets,Lance Allen,guitar,0.492,0.348,0.964,156.507,0.895,-10.4,12.0,2013.0,69.3
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,There's No Business Like Show Business,Ethel Merman (Annie Get Your Gun Musical),,,,,,,,,,,,
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,Say a Little Prayer for You,Tori Kelly,I Say a Little Prayer for You,Dionne Warwick,disco,0.747,0.593,0.874,143.643,0.0802,-11.189,13.0,2005.0,76.7
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,You Keep Me Hangin' On,Kim Wilde (The Supremes),You Keep Me Hangin' On,The Supremes,disco,0.635,0.858,0.83,128.759,0.206,-0.671,0.0,2023.0,81.4
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,Mother Knows Best,Donna Murphy (Tangled soundtrack),,,,,,,,,,,,
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,Set Fire to the Rain,Adele,Set Fire to the Rain,Adele,pop,0.603,0.67,0.446,107.993,0.00408,-3.882,79.0,2011.0,100.0
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,Freedom,Beyonce,Freedom,Cryo,industrial,0.27,0.919,0.136,134.838,0.000726,-7.427,9.0,2007.0,77.4
2025,Zeta Tau Alpha,Music Box Breakout,Pigskin,Dancing With Myself,Billy Idol,Dancing With Myself - RAC Remix,Billy Idol,hard-rock,0.466,0.887,0.689,175.903,0.0269,-3.738,31.0,2018.0,84.2
2026,Alpha Phi,No Strings Attached,Participated,Don't Stop 'til You Get Enough,,Don't Stop Till You Get Enough,James Chance & The Contortions,punk-rock,0.675,0.731,0.684,144.269,0.0337,-8.775,9.0,2004.0,83.3
2026,Alpha Phi,No Strings Attached,Participated,Valerie,,Valerie,Ra Ra Riot,indie-pop,0.65,0.85,0.746,124.985,0.00278,-5.846,35.0,2012.0,100.0
2026,Alpha Phi,No Strings Attached,Participated,Blue Suede Shoes,,Blue Suede Shoes,Carl Perkins,rock-n-roll,0.503,0.717,0.967,168.861,0.238,-6.148,13.0,2012.0,100.0
2026,Beta Upsilon Chi,Grill of Rights,1st,It's the Hard-Knock Life,,The Harlot's Lie,Novembers Doom,goth,0.238,0.988,0.216,140.018,1.37e-06,-5.007,11.0,2009.0,75.0
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Witchy Woman,,Witchy Woman,The Hollies,psych-rock,0.528,0.581,0.477,104.126,0.0205,-7.13,17.0,2009.0,100.0
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Disturbia,,Disturbia,Jerome Price,deep-house,0.719,0.883,0.648,125.031,0.112,-4.261,33.0,2021.0,100.0
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Wake Me Up Before You Go Go,,Wake Me Up Before You Go-Go,Wham!,disco,0.607,0.696,0.746,81.312,0.0261,-6.647,27.0,2014.0,96.3
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Little Less Conversation,,A Little Less Conversation,Elvis Presley,rock-n-roll,0.587,0.739,0.787,114.868,0.447,-9.836,28.0,2019.0,96.0
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Treasure,,Treasure,Bruno Mars,dance,0.874,0.692,0.937,116.017,0.0412,-5.28,78.0,2012.0,100.0
2026,Chi Omega & Alpha Tau Omega,Careful What You Witch For,Pigskin,Blame it on the Boogie,,Blame It on the Boogie,The Jacksons,disco,0.745,0.786,0.889,112.908,0.131,-6.731,21.0,2018.0,100.0
2026,Delta Delta Delta,When A Mouse Eats A Cookie,3rd,Just Can't Get Enough,,Just Can't Get Enough,Boyce Avenue,acoustic,0.741,0.622,0.325,93.977,0.452,-9.217,35.0,2012.0,100.0
2026,Delta Delta Delta,When A Mouse Eats A Cookie,3rd,Cell Block Tango,,Cell Block Tango,Catherine Zeta-Jones,show-tunes,0.601,0.34,0.654,125.309,0.393,-12.092,57.0,2002.0,100.0
2026,Delta Delta Delta,When A Mouse Eats A Cookie,3rd,Freak Out,,Freak Out,311,funk,0.713,0.843,0.6,96.435,0.00528,-8.129,14.0,2016.0,100.0
2026,Delta Tau Delta,Model Citizens,Participated,Poker Face,,Poker face,Pianoholic,piano,0.702,0.402,0.518,108.004,0.988,-17.396,22.0,2012.0,100.0
2026,Delta Tau Delta,Model Citizens,Participated,Poison,,POISON,Secret,k-pop,0.653,0.881,0.55,102.046,0.00873,-4.71,37.0,2012.0,100.0
2026,Kappa Alpha Order,Baylor's First Dance,Participated,Smells Like Teen Spirit,,Smells Like Teen Spirit,The Gravel Spreaders,comedy,0.806,0.431,0.268,125.009,0.349,-9.56,2.0,2012.0,100.0
2026,Kappa Alpha Order,Baylor's First Dance,Participated,Iris,,Iris,Visionist,club,0.607,0.529,0.2,134.051,0.000185,-11.775,0.0,2012.0,100.0
2026,Kappa Chi Alpha & Beta Theta Pi,Hollywood Breakdown,Participated,Popular,,Popular,Saint Etienne,trip-hop,0.714,0.742,0.803,125.965,0.0356,-6.856,8.0,2012.0,100.0
2026,Kappa Chi Alpha & Beta Theta Pi,Hollywood Breakdown,Participated,Applause,,Applause,Lady Gaga,dance,0.669,0.78,0.738,139.945,0.0265,-4.287,77.0,2013.0,100.0
2026,Kappa Chi Alpha & Beta Theta Pi,Hollywood Breakdown,Participated,Fabulous,,Fabulous,Louie Vega,chicago-house,0.777,0.71,0.961,125.986,0.0158,-7.387,0.0,2013.0,100.0
2026,Phi Kappa Chi,Cold as Ice!,2nd,Let It Snow,,Let It Snow,Glee Cast,club,0.39,0.578,0.689,86.812,0.311,-5.269,11.0,2012.0,100.0
2026,Phi Kappa Chi,Cold as Ice!,2nd,Hot in Herre,,Hot In Herre,LION BABE,soul,0.795,0.774,0.568,117.978,0.0232,-6.166,40.0,2020.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Somebody to Love,,Somebody To Love,Rusko,dub,0.749,0.853,0.748,140.021,0.0101,-5.832,24.0,2012.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Candyman,,Candyman,Glee Cast,club,0.649,0.856,0.775,172.951,0.00133,-5.208,38.0,2012.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Nicest Kids in Town,,New Kids In Town,Before Their Eyes,metalcore,0.476,0.952,0.856,154.925,0.000581,-3.246,8.0,2008.0,85.7
2026,Pi Beta Phi,Out of the Box,Pigskin,P.Y.T,,P.Y.T.,Amarionette,hardcore,0.664,0.87,0.885,127.307,0.427,-3.903,25.0,2021.0,90.9
2026,Pi Beta Phi,Out of the Box,Pigskin,Shake Your Groove Thing,,Shake Your Groove Thing,Peaches & Herb,disco,0.893,0.782,0.915,129.688,0.175,-8.998,4.0,2012.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Hit Me with Your Best Shot,,Hit Me With Your Best Shot,Delain,goth,0.517,0.807,0.409,103.037,0.00457,-4.575,21.0,2012.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Smooth Operator,,Smooth Operator,Nick Waterhouse,funk,0.69,0.257,0.487,119.213,0.355,-12.463,30.0,2016.0,100.0
2026,Pi Beta Phi,Out of the Box,Pigskin,Lets Here it for the Boy,,Let's Hear It for the Boy,Deniece Williams,disco,0.774,0.462,0.818,122.787,0.161,-12.758,39.0,2010.0,93.9
2026,Sing Alliance,Psst…I See Dead People,Participated,Calling All The Monsters,,Calling All the Monsters,China Anne McClain,pop,0.561,0.826,0.499,141.98,0.00289,-5.842,53.0,2011.0,100.0
2026,Sing Alliance,Psst…I See Dead People,Participated,Ain't It Fun,,Ain't It Fun,Paramore,emo,0.61,0.893,0.673,104.031,0.154,-3.681,72.0,2013.0,100.0
2026,Sing Alliance,Psst…I See Dead People,Participated,Not Like Us,,Not Like Us,Brantley Gilbert,country,0.536,0.848,0.709,149.903,0.00246,-5.438,54.0,2019.0,100.0
